description,industry,level,size,line_code,value
Proportion of customers on long term price contract: 51-75%,total,0,50�99 employees,C0400.04,228
Proportion of customers on long term price contract: 51-75%,total,0,100+ employees,C0400.04,195
Proportion of customers on long term price contract: 51-75%,"Agriculture, forestry, & fishing",1,total,C0400.04,249
Proportion of customers on long term price contract: 51-75%,Agriculture,2,total,C0400.04,174
Proportion of customers on long term price contract: 51-75%,Commercial fishing,2,total,C0400.04,3
Proportion of customers on long term price contract: 51-75%,Forestry & logging,2,total,C0400.04,12
Proportion of customers on long term price contract: 51-75%,"Agriculture, forestry, & fishing support services",2,total,C0400.04,63
Proportion of customers on long term price contract: 51-75%,Mining,1,total,C0400.04,9
Proportion of customers on long term price contract: 51-75%,Manufacturing,1,total,C0400.04,321
Proportion of customers on long term price contract: 51-75%,"Food, beverage, & tobacco",2,total,C0400.04,87
Proportion of customers on long term price contract: 51-75%,"Textile, clothing, footwear, & leather",2,total,C0400.04,21
Proportion of customers on long term price contract: 51-75%,Wood & paper product,2,total,C0400.04,36
Proportion of customers on long term price contract: 51-75%,"Printing, publishing, & recorded media",2,total,C0400.04,6
Proportion of customers on long term price contract: 51-75%,"Petroleum, coal, chemical, & associated product",2,total,C0400.04,24
Proportion of customers on long term price contract: 51-75%,Non-metallic mineral product,2,total,C0400.04,12
Proportion of customers on long term price contract: 51-75%,Metal product,2,total,C0400.04,57
Proportion of customers on long term price contract: 51-75%,Transport and industrial machinery & equipment,2,total,C0400.04,39
Proportion of customers on long term price contract: 51-75%,Other machinery & equipment,2,total,C0400.04,24
Proportion of customers on long term price contract: 51-75%,Other manufacturing,2,total,C0400.04,12
Proportion of customers on long term price contract: 51-75%,"Electricity, gas, water, & waste services",1,total,C0400.04,33
Proportion of customers on long term price contract: 51-75%,Construction,1,total,C0400.04,636
Proportion of customers on long term price contract: 51-75%,Wholesale trade,1,total,C0400.04,201
Proportion of customers on long term price contract: 51-75%,Machinery & equipment wholesaling,2,total,C0400.04,63
Proportion of customers on long term price contract: 51-75%,Other wholesale trade,2,total,C0400.04,135
Proportion of customers on long term price contract: 51-75%,Retail trade,1,total,C0400.04,312
Proportion of customers on long term price contract: 51-75%,Accommodation & food services,1,total,C0400.04,195
Proportion of customers on long term price contract: 51-75%,"Transport, postal, & warehousing",1,total,C0400.04,153
Proportion of customers on long term price contract: 51-75%,Information media & telecommunications,1,total,C0400.04,54
Proportion of customers on long term price contract: 51-75%,Publishing,2,total,C0400.04,24
Proportion of customers on long term price contract: 51-75%,Motion picture,2,total,C0400.04,6
Proportion of customers on long term price contract: 51-75%,Telecommunications,2,total,C0400.04,21
Proportion of customers on long term price contract: 51-75%,Financial & insurance services,1,total,C0400.04,54
Proportion of customers on long term price contract: 51-75%,Finance,2,total,C0400.04,24
Proportion of customers on long term price contract: 51-75%,Insurance,2,total,C0400.04,3
Proportion of customers on long term price contract: 51-75%,Auxiliary,2,total,C0400.04,30
Proportion of customers on long term price contract: 51-75%,"Rental, hiring, & real estate services",1,total,C0400.04,54
Proportion of customers on long term price contract: 51-75%,"Professional, scientific, & technical services",1,total,C0400.04,375
Proportion of customers on long term price contract: 51-75%,Computer systems design,2,total,C0400.04,126
Proportion of customers on long term price contract: 51-75%,Other professional scientific,2,total,C0400.04,249
Proportion of customers on long term price contract: 51-75%,Administrative & support services,1,total,C0400.04,192
Proportion of customers on long term price contract: 51-75%,Education & training,1,total,C0400.04,90
Proportion of customers on long term price contract: 51-75%,Health care & social assistance,1,total,C0400.04,171
Proportion of customers on long term price contract: 51-75%,Arts & recreation services,1,total,C0400.04,24
Proportion of customers on long term price contract: 51-75%,Other services,1,total,C0400.04,102
Proportion of customers on long term price contract: 51-75%,total,0,total,C0400.04,3225
Proportion of customers on long term price contract: 76-100%,total,0,6�19 employees,C0400.05,5844
Proportion of customers on long term price contract: 76-100%,total,0,20�49 employees,C0400.05,1713
Proportion of customers on long term price contract: 76-100%,total,0,50�99 employees,C0400.05,597
Proportion of customers on long term price contract: 76-100%,total,0,100+ employees,C0400.05,525
Proportion of customers on long term price contract: 76-100%,"Agriculture, forestry, & fishing",1,total,C0400.05,897
Proportion of customers on long term price contract: 76-100%,Agriculture,2,total,C0400.05,495
Proportion of customers on long term price contract: 76-100%,Commercial fishing,2,total,C0400.05,12
Proportion of customers on long term price contract: 76-100%,Forestry & logging,2,total,C0400.05,120
Proportion of customers on long term price contract: 76-100%,"Agriculture, forestry, & fishing support services",2,total,C0400.05,270
Proportion of customers on long term price contract: 76-100%,Mining,1,total,C0400.05,36
Proportion of customers on long term price contract: 76-100%,Manufacturing,1,total,C0400.05,513
Proportion of customers on long term price contract: 76-100%,"Food, beverage, & tobacco",2,total,C0400.05,162
Proportion of customers on long term price contract: 76-100%,"Textile, clothing, footwear, & leather",2,total,C0400.05,27
Proportion of customers on long term price contract: 76-100%,Wood & paper product,2,total,C0400.05,45
Proportion of customers on long term price contract: 76-100%,"Printing, publishing, & recorded media",2,total,C0400.05,21
Proportion of customers on long term price contract: 76-100%,"Petroleum, coal, chemical, & associated product",2,total,C0400.05,66
